"city","state","shape"
"Greensboro","GA","Circle"
"Bear","DE","Other"
"Tucumcari","NM","Light"
"El Paso","TX","Light"
"Greensburg","PA","Fireball"
"Delavan","WI","Sphere"
"Salt Lake City","UT","Light"
"Bridgeport","WV","Light"
"Dodge City","KS","Circle"
"Enfield","NH","Light"
"Enfield","ME","Oval"
"St. Petersburg","FL","Light"
"Southwest Harbor","ME","Cylinder"
"Oregon","OH","Fireball"
"Port Angeles","WA","Fireball"
"Auburn","WA","Circle"
"Newburgh (Near)","NY","Triangle"
"Southfield","MI","Light"
"Brier","WA","Chevron"
"Middletown","CA","Other"
"Carbondale","IL","Light"
"Eugene","OR","Changing"
"Martinez","CA","Other"
"Martinez","CA","Light"
"Fairbanks","AK","Circle"
"Danbury","CT","Circle"
"Negaunee","MI","Light"
"Venice","FL","Triangle"
"Victorville","CA","Light"
"Albuquerque","NM","Light"
"South Beach","FL","Formation"
"Westminster","CO","Triangle"
"Stryker","OH","Flash"
"Davison","MI","Light"
"Jacksonville","FL","Rectangle"
"Eulonia","GA","Sphere"
"Sedro-Woolley","WA","Light"
"Richmond","VA","Triangle"
"Mesa","AZ","Fireball"
"Marblehead","OH","Flash"
"Maricopa","AZ","Diamond"
"San Diego (Cleveland National Forest)","CA","Oval"
"Akron","OH","Circle"
"San Diego","CA","Light"
"Celoron","NY","Triangle"
"Beaumont","TX","Light"
"Hampton","VA","Light"
"West Palm Beach","FL","Light"
"Atlantic Highlands","NJ","Cylinder"
"Coalinga","CA","Triangle"
"Murphys","CA","Light"
"Rochester","MN","Disk"
"Snoqualmie","WA","Flash"
"Madison","WI","Changing"
"Mitchell","SD","Circle"
"Renton","WA","Disk"
"Puyallup","WA","Circle"
"Aliso Viejo","CA","Cylinder"
"Lindenhurst","NY","Changing"
"Passaic","NJ","Disk"
"Winterset","IA","Disk"
"Baldwin","FL","Circle"
"South Gate","CA","Other"
"Miami","FL","Other"
"Madison","AL","Formation"
"Las Vegas","NV","Light"
"Redwood City","CA","Circle"
"Canton","GA","Sphere"
"Warren","MI","Flash"
"Trumbull","CT","Light"
"Rachel","NV","Disk"
"Chehalis","WA","Oval"
"San Luis Obispo","CA","Circle"
"Fayetteville","GA","Flash"
"York","PA","Sphere"
"Alvin","TX","Fireball"
"Oak Grove","KY","Changing"
"Niota","IL","Light"
"Aliso Viejo","CA","Disk"
"Sedona","AZ","Chevron"
"Sandpoint","ID","Light"
"Roosevelt","MI","Circle"
"Anniston","AL","Circle"
"Pearland","TX","Fireball"
"Houston","TX","Cylinder"
"Houston","TX","Cylinder"
"Toledo","OH","Disk"
"Atlantic City","NJ","Light"
"Post","TX","Light"
"Langhorne","PA","Other"
"New Port Richey","FL","Diamond"
"New Fairfield","CT","Light"
"Clear Lake","WA","Triangle"
"Brookville","IN","Light"
"Woodinville","WA","Circle"
"Wheaton","IL","Cigar"
"Camas","WA","Light"
"Modesto","CA","Light"
"Farmington","MO","Light"
"El Paso (East Side)","TX","Other"
"Niagara Falls","NY","Cigar"
"San Diego","CA","Fireball"
"San Rafael","CA","Light"
"Hillsborough","NJ","Flash"
"Green Bay","WI","Teardrop"
"Lindsay","TX","Light"
"Cabot","AR","Light"
"Kennewick","WA","Fireball"
"Chattanooga","TN","Fireball"
"Plymouth Meeting","PA","Triangle"
"Lincoln","IL","Light"
"Kelso","WA","Changing"
"Jacksonville","AR","Light"
"Turlock","CA","Light"
"Portland","OR","Light"
"Binghamton","NY","Light"
"Kirkland","WA","Light"
"West Richland","WA","Other"
"Fort Collins","CO","Sphere"
"Everett","WA","Light"
"Madison","CT","Diamond"
"Brighton","CO","Circle"
"Craig (Coffman Cove Road)","AK","Circle"
"Columbia","SC","Light"
"San Fernando","CA","Disk"
"Drake","MO","Flash"
"Manchester","TN","Light"
"Utica","NY","Diamond"
"Joliet","IL","Triangle"
"Chicago","IL","Sphere"
"Hartland","WI","Fireball"
"Cary","IL","Fireball"
"Lake In The Hills","IL","Triangle"
"Lockport","NY","Light"
"Atwater","CA","Changing"
"Wilkeson","WA","Light"
"Howard","OH","Fireball"
"Carmel","IN","Sphere"
"Port Allegany","PA","Circle"
"Seattle","WA","Light"
"Strongsville","OH","Teardrop"
"Seattle","WA","Circle"
"Riverdale","MI","Circle"
"Evansville","IN","Fireball"
"Branson","MO","Other"
"Lancaster","NY","Teardrop"
"Farmington","MN","Circle"
"San Diego","CA","Light"
"Tomball","TX","Light"
"Topsfield","MA","Teardrop"
"Columbus","OH","Light"
"Apple Valley","CA","Sphere"
"Pahrump","NV","Light"
"Columbia","ME","Light"
"Atlanta","GA","Fireball"
"Richmond","VA","Light"
"New York City (Queens; Fresh Meadows)","NY","Fireball"
"Garfield","WA","Oval"
"Marshall","WI","Sphere"
"Cedar Rapids","IA","Light"
"Las Vegas","NV","Fireball"
"Garland","TX","Fireball"
"Somerset","NJ","Other"
"Dickinson","ND","Circle"
"Grovertown","IN","Cigar"
"Waukesha","WI","Oval"
"Ukiah","CA","Changing"
"Chicago","IL","Changing"
"Los Angeles","CA","Cigar"
"Canandaigua","NY","Sphere"
"San Diego","CA","Chevron"
"Bothell","WA","Triangle"
"Hot Springs","AR","Circle"
"Page (Lake Powell)","AZ","Light"
"Coeur D&#39Alene","ID","Triangle"
"San Diego","CA","Sphere"
"Minneapolis","MN","Sphere"
"Mobile","AL","Light"
"West Islip","NY","Other"
"Frances","WA","Fireball"
"San Diego","CA","Circle"
"New York City (Staten Island)","NY","Sphere"
"Wichita","KS","Cigar"
"Granada Hills","CA","Flash"
"New York City (Bronx)","NY","Circle"
"Chicago (Xxxx W 55 St.&#44 By Midway Airport)","IL","Circle"
"Lenexa","KS","Light"
"Sunbury","OH","Disk"
"Nashville","IL","Cigar"
"Chester","VA","Rectangle"
"Vassalboro","ME","Fireball"
"Burlington","NJ","Changing"
"Greendale","WI","Disk"
"Burlington","NJ","Oval"
"Knife River","MN","Triangle"
"Mattawa","WA","Fireball"
"Austin","TX","Changing"
"Suwanee (Just N Of Atlanta)","GA","Sphere"
"Ashland","OR","Light"
"Colville","WA","Light"
"Gold Beach","OR","Light"
"Upland","CA","Rectangle"
"Stephens","AR","Circle"
"Peach Orchard","AR","Light"
"Delaware","OH","Light"
"Sanders","AZ","Light"
"Apache Junction","AZ","Disk"
"Mcclellanville","SC","Other"
"Springfield (Camp Creek Road)","OR","Oval"
"Fort Smith","AR","Light"
"Sacramento","CA","Cigar"
"Eunice","LA","Light"
"Milton","FL","Cigar"
"Deckers (4 Mi. South Of)","CO","Light"
"Kingman","AZ","Triangle"
"Montebello","CA","Light"
"New York City (Brooklyn)","NY","Teardrop"
"Sandstone","MN","Circle"
"Austin","TX","Light"
"Evansville","IN","Other"
"Hollywood","CA","Triangle"
"Raleigh","NC","Light"
"Hinton","OK","Oval"
"Riverside","CA","Chevron"
"Los Angeles","CA","Changing"
"Wauconda","WA","Light"
"Grass Valley","CA","Diamond"
"Suffolk","VA","Flash"
"Keaau","HI","Light"
"Neola","UT","Circle"
"Bremerton","WA","Chevron"
"Seattle","WA","Triangle"
"Wallingford","KY","Other"
"Orem","UT","Changing"
"Green Bay","WI","Circle"
"Stafford","VA","Other"
"Yaphank","NY","Egg"
"Dinuba","CA","Triangle"
"Moreno Valley","CA","Triangle"
"Claymont","DE","Sphere"
"Los Angeles","CA","Cigar"
"Marsing","ID","Light"
"Wappingers Falls","NY","Oval"
"Glassboro","NJ","Other"
"Apalachin","NY","Oval"
"Beverly Hills","CA","Flash"
"Santa Maria","CA","Sphere"
"Hanalei","HI","Light"
"Orem","UT","Triangle"
"Draper","UT","Triangle"
"Allentown","PA","Disk"
"Leighton","AL","Fireball"
"Yorkville","IL","Circle"
"Cape May","NJ","Changing"
"Trout Lake (Rural Washington)","WA","Fireball"
"Memphis","TN","Fireball"
"Houston","TX","Light"
"Albany","NY","Disk"
"Rolling Hills","CA","Triangle"
"Westlake Village","CA","Flash"
"Gallatin","TN","Light"
"Spokane Valley","WA","Formation"
"Kure Beach","NC","Triangle"
"North Platte","NE","Triangle"
"Trenton","NJ","Rectangle"
"Anchorage","AK","Formation"
"Salem","IN","Changing"
"Westford","MA","Fireball"
"Des Moines","IA","Light"
"Seattle (Above)","WA","Other"
"Ardsley","NY","Oval"
"Lathrop","CA","Fireball"
"Los Angeles","CA","Other"
"El Centro","CA","Triangle"
"Los Angeles","CA","Disk"
"Ardsley","NY","Rectangle"
"Davie","FL","Light"
"Beech Grove","IN","Fireball"
"Montclair","NJ","Formation"
"Washington","IN","Formation"
"Sherman Oaks","CA","Other"
"Valatie","NY","Light"
"Battle Ground","WA","Fireball"
"Dundalk","MD","Light"
"Mason","OH","Disk"
"Rochester","NY","Fireball"
"Steelville","MO","Circle"
"Ardsley","NY","Other"
"Rolla","MO","Light"
"Charleston","SC","Oval"
"Catawissa","MO","Triangle"
"East Brunswick","NJ","Sphere"
"Nissequogue","NY","Sphere"
"Sacramento","CA","Circle"
"Ventura","CA","Circle"
"Amherst","VA","Sphere"
"Waukee","IA","Other"
"Shelbyville","TN","Sphere"
"Oregon City","OR","Light"
"Perkasie","PA","Triangle"
"Tonawanda","NY","Circle"
"Vancouver","WA","Light"
"Seattle","WA","Light"
"Milwaukie","OR","Light"
"Spokane","WA","Light"
"Puyallup","WA","Circle"
"Rochester","MN","Light"
"Carbon Hill","IL","Fireball"
"Riverside","CA","Flash"
"Prescott Valley","AZ","Oval"
"Duluth","MN","Oval"
"Joliet","IL","Circle"
"Miami","FL","Fireball"
"Scottsdale","AZ","Fireball"
"Tulsa","OK","Disk"
"Anchorage","AK","Light"
"Houston","TX","Cylinder"
"Dallas","TX","Other"
"Bethel Park","PA","Light"
"El Centro","CA","Other"
"Ridgefield","CT","Other"
"Kapoho","HI","Light"
"Munising","MI","Other"
"Marmora","NJ","Triangle"
"Roseville","MI","Fireball"
"Ft. Branch","IN","Disk"
"Seattle (West Seattle/Seatac)","WA","Fireball"
"O&#39Fallon","MO","Other"
"Sidney","OH","Sphere"
"Captiva","FL","Disk"
"Billings","MT","Fireball"
"Shawnee","OK","Light"
"Auburn","NY","Formation"
"Rochester Hills","MI","Disk"
"Algonac","MI","Light"
"Elizabethtown","KY","Triangle"
"Lyons","CO","Disk"
"Livermore Falls","ME","Fireball"
"Tucson","AZ","Chevron"
"San Francisco","CA","Diamond"
"West Salem","OH","Changing"
"Oshkosh","WI","Sphere"
"Temple City","CA","Light"
"Bloomington (East Bloomington)","MN","Triangle"
"Manitowoc Rapids","WI","Fireball"
"Streetsboro","OH","Light"
"Geyserville","CA","Light"
"Grantville","PA","Disk"
"Goodyear","AZ","Other"
"Oil City","PA","Changing"
"Omaha","NE","Triangle"
"Marietta","OH","Triangle"
"Choctaw","OK","Oval"
"East Killingly","CT","Cigar"
"Green Bay","WI","Light"
"Littleton","CO","Disk"
"Camarillo","CA","Other"
"Toledo","OR","Triangle"
"Katy","TX","Changing"
"Barstow","CA","Diamond"
"Atlantic City","NJ","Light"
"Portland","OR","Triangle"
"Margate","FL","Fireball"
"Vienna","MO","Sphere"
"Corinth","KY","Triangle"
"Pahrump","NV","Other"
"New York City","NY","Triangle"
"New York City (Brooklyn)","NY","Circle"
"West Los Angeles","CA","Diamond"
"Fremont","CA","Rectangle"
"Baker","LA","Light"
"Gaithersburg","MD","Light"
"Grand Rapids","MI","Formation"
"St. Joseph","MN","Light"
"Ventura","CA","Light"
"Austin","TX","Light"
"Minneapolis","MN","Oval"
"Colorado Springs","CO","Oval"
"Portland","OR","Egg"
"Lyndon Station","WI","Sphere"
"San Antonio","TX","Changing"
"Lincoln","NE","Light"
"Alturas","CA","Light"
"Myrtle Beach","SC","Light"
"Stafford","VA","Other"
"Park Ridge","NJ","Teardrop"
"Saint Maries","ID","Cigar"
"Shelbyville","IL","Cigar"
"Carle Place","NY","Oval"
"Racine","WI","Light"
"Petaluma","CA","Sphere"
"Toms River","NJ","Sphere"
"Clementon","NJ","Cylinder"
"Hendersonville","NC","Circle"
"South Elgin","IL","Sphere"
"Clay","NY","Triangle"
"Lincoln","NE","Light"
"Springfield","OR","Light"
"Cupertino","CA","Sphere"
"Baltimore","MD","Oval"
"Boca Raton","FL","Light"
"Hayward","CA","Triangle"
"San Diego","CA","Flash"
"La Palma","CA","Sphere"
"Boulder City","NV","Rectangle"
"New York City (Brooklyn)","NY","Other"
"Lake Worth","FL","Circle"
"Wellfleet","MA","Rectangle"
"San Leandro","CA","Disk"
"Towanda","KS","Fireball"
"Bloomingdale","IL","Sphere"
"Huntersville","NC","Cylinder"
"Faribault","MN","Triangle"
"Arvada","CO","Light"
"Eugene","OR","Sphere"
"Frankton","IN","Sphere"
"Baltimore","MD","Light"
"Lafayette","IN","Other"
"Chesterfield","MO","Sphere"
"Bellevue","WA","Flash"
"Newark","DE","Circle"
"Irondequoit","NY","Cylinder"
"Bothell","WA","Light"
"Denham Springs","LA","Disk"
"Plymouth","MA","Triangle"
"Cokeville","WY","Formation"
"Bountiful","UT","Light"
"Westminster","MA","Triangle"
"San Jose","CA","Light"
"Leominster","MA","Light"
"Alvin","TX","Circle"
"Alvin","TX","Diamond"
"New Lenox","IL","Triangle"
"Chula Vista","CA","Light"
"Gilbert","MN","Light"
"Seattle","WA","Cylinder"
"Lancaster","CA","Disk"
"Oscoda","MI","Light"
"Branson","MO","Light"
"Reading","MI","Light"
"Morgantown","WV","Triangle"
"Toledo","OH","Light"
"Rochester","NY","Light"
"Smithsburg","MD","Triangle"
"Columbus","OH","Fireball"
"New York City (Bronx)","NY","Egg"
"Huntington Beach","CA","Disk"
"Topeka","KS","Cross"
"Santa Clarita","CA","Sphere"
"Philadelphia","PA","Circle"
"Springboro","OH","Cross"
"Imperial","CA","Disk"
"Clarence","NY","Oval"
"Charlotte","NC","Fireball"
"Danielson","CT","Sphere"
"Simpsonville","SC","Sphere"
"Austin","TX","Fireball"
"Twin Lake","MI","Other"
"Lees Summit","MO","Light"
"Phoenix","AZ","Cylinder"
"Newark","DE","Circle"
"Salt Lake City","UT","Light"
"Captiva","FL","Oval"
"Lexington","SC","Sphere"
"Port Saint Lucie","FL","Fireball"
"Coeur D&#39Alene","ID","Light"
"Bristol","TN","Triangle"
"Rochester","NY","Disk"
"Anchorage","AK","Circle"
"White Bird","ID","Light"
"Portland","OR","Cigar"
"Avon","CT","Rectangle"
"Sadieville","KY","Light"
"Key West","FL","Teardrop"
"Lakewood","NJ","Disk"
"Rock Valley","IA","Triangle"
"Blacksburg","VA","Sphere"
"San Jose","CA","Formation"
"Ocracoke","NC","Other"
"St. Augustine","FL","Triangle"
"Raquette Lake  (Golden Beach Campground)","NY","Light"
"Everett","WA","Light"
"Troy","OH","Light"
"Belleville","WI","Sphere"
"Salt Lake City","UT","Cone"
"The Dalles","OR","Triangle"
"Airway Heights","WA","Circle"
"Rapid City","SD","Light"
"Grove City","PA","Oval"
"Lafayette","LA","Triangle"
"Bradley","IL","Other"
"Dover","DE","Triangle"
"Holland","NY","Circle"
"Dickinson","ND","Triangle"
"Rome","OH","Circle"
"Merrick","NY","Other"
"San Benito","TX","Chevron"
"San Bernardino","CA","Light"
"Richmond","VA","Circle"
"Knoxville","TN","Triangle"
"Everett","WA","Changing"
"Seattle","WA","Cylinder"
"Columbus","OH","Formation"
"Pasadena","CA","Changing"
"Heber","AZ","Cigar"
"Sayreville","NJ","Oval"
"Daytona Beach","FL","Other"
"Montebello","CA","Fireball"
"Boca Raton","FL","Circle"
"Springfield","NJ","Oval"
"Montebello","CA","Light"
"Rome","PA","Circle"
"Rosemead","CA","Circle"
"Yarmouth","ME","Light"
"Whittier","CA","Light"
"Alhambra","CA","Light"
"Los Angeles","CA","Triangle"
"Monterey Park","CA","Light"
"Nisswa","MN","Other"
"Springfield","NJ","Other"
"Sisseton","SD","Formation"
"Brainerd","MN","Formation"
"Los Angeles","CA","Light"
"Albuquerque","NM","Light"
"Los Angeles","CA","Sphere"
"Mcgregor","MN","Other"
"Mcgregor","MN","Triangle"
"Mcgregor","MN","Chevron"
"St. Charles","MO","Triangle"
"Sedona","AZ","Light"
"Englewood","CO","Sphere"
"Cocoa Beach","FL","Oval"
"Fresno","CA","Disk"
"Nordland","WA","Formation"
"Durham","NC","Oval"
"Mobile","AL","Flash"
"Meridian","MS","Other"
"Gilbert","AZ","Sphere"
"Kentfield","CA","Disk"
"Forest Lake","MN","Cylinder"
"Incline Village","NV","Cylinder"
"Chicago","IL","Oval"
"Wichita","KS","Diamond"
"Goose Creek","SC","Diamond"
"Keokuk","IA","Light"
"Seattle (Above)","WA","Flash"
"Chino Hills (Seen From)","CA","Circle"
"Sneads Ferry","NC","Other"
"Waupun","WI","Light"
"Troutdale","OR","Circle"
"Prescott","AZ","Light"
"Yucaipa","CA","Oval"
"Maryville","IL","Triangle"
"Duluth","MN","Formation"
"Bel Air","MD","Changing"
"Williamsville","NY","Other"
"Ashtabula","OH","Changing"
"Platteville","CO","Light"
"Jackson","OH","Light"
"Oriskany Falls","NY","Fireball"
"Trout Lake","WA","Egg"
"Appleton","WI","Other"
"Cordova","IL","Light"
"Newport","OR","Circle"
"Mountain Ranch","CA","Light"
"Bound Brook","NJ","Rectangle"
"River Falls","WI","Other"
"Clarendon Hills","IL","Circle"
"Greenville","NY","Circle"
"Haysville","KS","Formation"
"Cedar Glen","CA","Light"
"Derby","CT","Cigar"
"Valrico","FL","Triangle"
"Swartz Creek","MI","Fireball"
"Plant City","FL","Circle"
"Manahawkin","NJ","Cone"
"Phoenix","AZ","Other"
"Yorba Linda","CA","Light"
"Spring Hill","FL","Fireball"
"Atlantic Beach","FL","Fireball"
"Grand Rapids","MI","Triangle"
"Pasadena","MD","Flash"
"Ashland","OH","Cigar"
"Bastrop","LA","Light"
"Blue Point","NY","Fireball"
"Golden Valley","AZ","Light"
"White House","TN","Fireball"
"Sequim","WA","Light"
"Yonkers","NY","Light"
"Adelanto","CA","Light"
"Macon","GA","Rectangle"
"Bennington","VT","Triangle"
"Bridgewater","MA","Chevron"
"Lysander","NY","Other"
"Boise","ID","Light"
"Exeter","NH","Triangle"
"Long Beach","CA","Light"
"Felt","ID","Triangle"
"Knoxville","TN","Light"
"Sacramento","CA","Triangle"
"Modesto","CA","Light"
"El Cerrito","CA","Disk"
"Pittsburgh","PA","Fireball"
"Greer","SC","Sphere"
"Desert Center","CA","Fireball"
"Salisbury","MD","Light"
"Ocean City","MD","Fireball"
"Quarryville","PA","Fireball"
"Dover","NH","Light"
"Milan","MI","Circle"
"Chandler","AZ","Formation"
"Poipu","HI","Light"
"Woodstock","IL","Formation"
"Corpus Christi","TX","Circle"
"Farmersburg","IN","Light"
"Mayfield","KY","Changing"
"Palmer","AK","Circle"
"Fort Smith","AR","Triangle"
"Brainerd","MN","Cigar"
"Bristol","CT","Light"
"Pensacola","FL","Fireball"
"Sedona","AZ","Fireball"
"East Aurora","NY","Formation"
"Falmouth","ME","Triangle"
"Falmouth","ME","Light"
"Bedminster","NJ","Fireball"
"Port Saint Lucie","FL","Fireball"
"Bristol","CT","Circle"
"Pacific City","OR","Circle"
"Foster City","CA","Formation"
"Haymarket","VA","Light"
"Bloomington","IL","Fireball"
"Enola","PA","Circle"
"Des Moines","IA","Light"
"Necedah","WI","Flash"
"Vallejo","CA","Flash"
"Trona","CA","Disk"
"Council Bluffs","IA","Cylinder"
"Stockton (South Of)","CA","Circle"
"Lincoln","NH","Formation"
"Newberg","OR","Light"
"Chicago Ridge","IL","Light"
"Brighton (E. Of&#44 N. Of South Lyon&#44 Mi)","MI","Rectangle"
"Brighton (West Of Detroit)","MI","Rectangle"
"West Dennis (Cape Cod)","MA","Oval"
"Elko","NV","Light"
"Coral Gables","FL","Circle"
"Havana (Rural Route)","IL","Fireball"
"Hunter","NY","Triangle"
"Matthews","NC","Chevron"
"Columbia Heights","MN","Other"
"Bouse","AZ","Light"
"Madisonville","KY","Disk"
"El Cajon","CA","Sphere"
"Compton","CA","Triangle"
"Santa Cruz","CA","Sphere"
"Canton","MI","Other"
"Davenport","IA","Light"
"Curlew","WA","Light"
"Brighton","MI","Light"
"Nyssa","OR","Changing"
"Newark","NJ","Disk"
"Montebello","CA","Fireball"
"Los Angeles","CA","Light"
"Roy","WA","Fireball"
"Montebello","CA","Light"
"Avenal","CA","Light"
"Panama City Beach","FL","Circle"
"El Paso","TX","Circle"
"West Sayville","NY","Light"
"Burbank","CA","Light"
"Salem","OR","Light"
"Elberon","VA","Other"
"Milwaukee","WI","Teardrop"
"Oakland","CA","Triangle"
"Cedar Key","FL","Light"
"Madison","WI","Light"
"Ryan","IA","Light"
"Yarmouth","ME","Triangle"
"Dansville","NY","Fireball"
"Los Angeles","CA","Light"
"Mulino","OR","Triangle"
"Sea Girt","NJ","Circle"
"Chicago","IL","Light"
"Raynham","MA","Other"
"Danville","CA","Circle"
"Albuquerque","NM","Circle"
"Gulf Breeze","FL","Other"
"Tinley Park","IL","Light"
"Herkimer","NY","Other"
"Bristol","TN","Other"
"Morgantown","WV","Other"
"Salem","CT","Other"
"Verona","NY","Other"
"Bristol","TN","Other"
"Kingsville","OH","Other"
"Kingsville","OH","Other"
"Malden Bridge","NY","Disk"
"Mount Carmel","PA","Other"
"Kennett Square","PA","Changing"
"Somerville","NJ","Other"
"Troy","KY","Other"
"Cinnaminson","NJ","Formation"
"Aquebogue","NY","Other"
"Beaver","WV","Other"
"Boonsboro","MD","Other"
"Elkins","WV","Changing"
"Endwell","NY","Other"
"Galeton","PA","Egg"
"Montpelier (Near)","VT","Other"
"New Philadelphia","OH","Other"
"New York City","NY","Light"
"North Kingstown","RI","Light"
"Reynoldsburg","OH","Cylinder"
"Romulus","NY","Cone"
"Wakefield","NH","Changing"
"Wakefield","NH","Other"
"Bellefonte","PA","Other"
"Chillicothe","OH","Fireball"
"Au Sable Forks","NY","Other"
"Easton","PA","Triangle"
"Fort Wayne","IN","Triangle"
"Choctaw","OK","Circle"
"Wellsboro","PA","Other"
"Willowick","OH","Light"
"Mokena","IL","Light"
"Mesa","AZ","Light"
"Fairport","NY","Light"
"St. Louis (Mehlville)","MO","Disk"
"Edina","MN","Light"
"Onion Creek","WA","Light"
"Port Barre","LA","Circle"
"Mount Shasta","CA","Triangle"
"Culver City","CA","Cigar"
"Little Rock","AR","Rectangle"
"Crestwood","IL","Sphere"
"Saginaw","MI","Triangle"
"Little Rock","AR","Circle"
"Meriden","CT","Fireball"
"Sullivan","IL","Light"
"Cloverdale","OR","Other"
"Hightstown","NJ","Teardrop"
"East Machias","ME","Light"
"Williston","ND","Triangle"
"Waterloo","IA","Light"
"Hanover","MA","Sphere"
"Lindenhurst","NY","Light"
"Petaluma","CA","Sphere"
"Dedham","MA","Fireball"
"Cloquet","MN","Triangle"
"Philadelphia","PA","Disk"
"Bohemia","NY","Triangle"
"Mesa","AZ","Cigar"
"Lake In The Hills","IL","Light"
"Villa Hills","KY","Formation"
"Fort Collins","CO","Triangle"
"Union","NJ","Light"
"Gurnee","IL","Changing"
"Montauk (Town Of East Hampton)","NY","Circle"
"Escondido","CA","Cigar"
"Scottsbluff","NE","Flash"
"Leeds","UT","Light"
"Tuscaloosa","AL","Light"
"Missoula","MT","Other"
"Iron Mountain","MI","Light"
"Yankeetown","FL","Cigar"
"Franklin","TN","Sphere"
"Escondido","CA","Light"
"Bryan","TX","Triangle"
"Burlingame","KS","Chevron"
"Marietta","GA","Triangle"
"New York City (Queens)","NY","Light"
"Sacramento","CA","Rectangle"
"House Springs","MO","Disk"
"Ardmore","OK","Triangle"
"Rock Springs","WY","Light"
"Hooks","TX","Light"
"Trenton","MI","Fireball"
"Sun Valley","CA","Triangle"
"Mount Sinai","NY","Other"
"Montauk","NY","Fireball"
"Lynchburg","VA","Other"
"Castro Valley","CA","Light"
"Lily","KY","Diamond"
"Louisburg","NC","Circle"
"Montauk","NY","Fireball"
"Doylestown","OH","Light"
"Raleigh","NC","Other"
"Madison","WI","Fireball"
"Reno","NV","Light"
"Palmyra","PA","Light"
"Houston","TX","Disk"
"Denair","CA","Cigar"
"Carlsbad","CA","Cigar"
"Yelm","WA","Rectangle"
"Durham","CT","Oval"
"Newburgh","IN","Fireball"
"Monroe","WI","Formation"
"Spring Hill","TN","Cigar"
"St. George","UT","Fireball"
"Burnsville","MN","Sphere"
"Longwood","FL","Fireball"
"Villa Park","IL","Circle"
"Provincetown","MA","Triangle"
"Mckees Rocks","PA","Light"
"Charleston","WV","Triangle"
"Albuquerque (Southeast)","NM","Light"
"Fairview Heights","IL","Flash"
"Murfreesboro","TN","Circle"
"Gilbert","AZ","Oval"
"Eagle Creek","OR","Other"
"Mt. Airy","NC","Light"
"Glendale","AZ","Changing"
"Mukwonago","WI","Rectangle"
"Lake Grove","NY","Fireball"
"Milford","CT","Triangle"
"Fish Lake","IN","Light"
"Elk Mills","MD","Formation"
"Lake Geneva (Near)","WI","Light"
"Mentor","OH","Fireball"
"Glenville","NC","Light"
"Mukwonago","WI","Changing"
"Smithtown","NY","Triangle"
"South Lincoln","VT","Circle"
"Westlake","OH","Oval"
"Fort Atkinson","WI","Circle"
"Oakland","CA","Light"
"Lenexa","KS","Light"
"Grayslake","IL","Fireball"
"Ingleside","IL","Teardrop"
"Kingston","NY","Other"
"Hillsboro","OR","Fireball"
"Phoenix","NY","Circle"
"Danbury","CT","Rectangle"
"Beavercreek","OH","Light"
"Orem","UT","Disk"
"Vandalia","OH","Disk"
"San Antonio","TX","Sphere"
"Irvington","NJ","Oval"
"Coldwater","MI","Cylinder"
"Overton","NV","Sphere"
"St. Louis","MO","Cylinder"
"Palm Springs (Cathedral City)","CA","Light"
"Bakersville","NC","Light"
"Sand Springs (15-20Mi. E/Se Of)","MT","Other"
"Salem","MA","Changing"
"El Paso","TX","Light"
"El Paso","TX","Fireball"
"Portland","OR","Light"
"Beaverton","OR","Disk"
"Cockeysville","MD","Light"
"Madison","WI","Light"
"Lesage (Near)","WV","Light"
"Kirkland","WA","Disk"
"Vancouver","WA","Disk"
"Libby","MT","Disk"
"Chandler","AZ","Circle"
"Surprise","AZ","Light"
"Pierceton","IN","Other"
"Valley City","OH","Flash"
"Bridgeport","MI","Circle"
"Las Vegas","NV","Fireball"
"Red Bluff","CA","Cylinder"
"Mercer","WI","Light"
"Beaverton","OR","Circle"
"Tempe","AZ","Cigar"
"Woodinville","WA","Circle"
"Jupiter","FL","Oval"
"Portland","OR","Light"
"Chula Vista","CA","Formation"
"Aurora","CO","Triangle"
"Churchville","MD","Light"
"Lansing","MI","Light"
"Bowleys Quarters","MD","Other"
"Portland","OR","Light"
"Florence","OR","Circle"
"Papillion","NE","Light"
"Sullivan","IL","Light"
"Burleson","TX","Circle"
"Fridley","MN","Other"
"Raymore","MO","Triangle"
"Oceanside","CA","Egg"
"Ararat","VA","Disk"
"Placerville","CA","Formation"
"Porum","OK","Light"
"Joshua Tree","CA","Formation"
"Pollock","LA","Light"
"Jackson","NJ","Fireball"
"Long Beach","CA","Light"
"Manville","NJ","Light"
"Toledo","OH","Light"
"Kirkland","WA","Light"
"Santa Fe","NM","Cylinder"
"West Sacramento","CA","Flash"
"Tempe","AZ","Light"
"Camarillo","CA","Changing"
"Stockbridge","GA","Changing"
"Albuquerque (20 Miles East Of)","NM","Sphere"
"Mojave","CA","Sphere"
"Cape May","NJ","Disk"
"Bulls Gap","TN","Triangle"
"Cottonwood","CA","Light"
"Grayson","KY","Light"
"Belvidere","IL","Triangle"
"George","WA","Light"
"South Pasadena","CA","Fireball"
"Franklin","TN","Light"
"Norwood","OH","Light"
"Carbondale","PA","Teardrop"
"Bennington","VT","Other"
"La Porte","TX","Light"
"Frisco","TX","Cigar"
"Clovis","NM","Light"
"Riverside","CA","Light"
"Princeton","IL","Triangle"
"Blandon","PA","Formation"
"Buffalo","NY","Circle"
"Medina","MN","Light"
